image_name,image_idx,categories,attributes
D:/fivekdataset_big/input/train/a0136-CRW_0157.tif,135,campsite#lawn#igloo#martial_arts_gym#soccer_fiel,no horizon#grass#cloth#man-made#natural light#open area#vegetation#playing#camping#enclosed are
D:/fivekdataset_big/input/train/a0137-IMG_4565.tif,136,promenade#plaza#street#beer_garden#bazaar/outdoo,man-made#natural light#open area#no horizon#cloth#congregating#trees#socializing#foliage#asphal
D:/fivekdataset_big/input/train/a0138-_DSC2986.tif,137,amusement_park#water_park#tower#water_tower#carrouse,man-made#open area#natural light#metal#no horizon#clouds#vertical components#indoor lighting#rusty#enclosed are
D:/fivekdataset_big/input/train/a0139-060526_142248__MG_8130.tif,138,rainforest#cemetery#park#forest/broadleaf#golf_cours,no horizon#natural light#trees#foliage#open area#vegetation#leaves#cloth#man-made#gras
D:/fivekdataset_big/input/train/a0140-jmac_DSC3242.tif,139,hotel_room#bedroom#bedchamber#dorm_room#youth_hoste,enclosed area#no horizon#man-made#indoor lighting#soothing#wood#cloth#reading#glass#carpe
D:/fivekdataset_big/input/train/a0141-IMG_3342.tif,140,florist_shop/indoor#botanical_garden#aquarium#catacomb#stage/indoo,no horizon#natural#vegetation#foliage#leaves#natural light#enclosed area#trees#shrubbery#soothin
D:/fivekdataset_big/input/train/a0142-IMG_2048.tif,141,church/indoor#throne_room#arch#burial_chamber#synagogue/outdoo,man-made#no horizon#enclosed area#indoor lighting#vertical components#praying#glass#symmetrical#congregating#bric
D:/fivekdataset_big/input/train/a0143-kme_060.tif,142,volcano#sky#butte#islet#mountai,open area#natural#natural light#far-away horizon#rugged scene#clouds#climbing#boating#ocean#hikin
D:/fivekdataset_big/input/train/a0144-07-11-20-at-16h38m08s-_MG_5725.tif,143,islet#mosque/outdoor#temple/asia#sky#pagod,open area#natural light#man-made#boating#clouds#ocean#touring#no horizon#natural#swimmin
D:/fivekdataset_big/input/train/a0145-DSC_0009-1.tif,144,embassy#courthouse#hospital#apartment_building/outdoor#hotel/outdoo,man-made#no horizon#natural light#open area#vertical components#asphalt#driving#glass#brick#pavemen
D:/fivekdataset_big/input/train/a0146-07-11-23-at-10h54m29s-_MG_6544.tif,145,tower#skyscraper#mausoleum#village#sk,man-made#natural light#open area#clouds#vertical components#far-away horizon#no horizon#aged#sunny#dr
D:/fivekdataset_big/input/train/a0147-kme_333.tif,146,swimming_hole#marsh#swamp#raft#canal/natura,no horizon#natural light#open area#natural#trees#foliage#moist#boating#vegetation#leave
D:/fivekdataset_big/input/train/a0148-07-07-16-at-23h50m49s-_MG_2214.tif,147,oilrig#bridge#water_park#construction_site#harbo,natural light#open area#man-made#metal#boating#clouds#far-away horizon#transporting#moist#ocea
D:/fivekdataset_big/input/train/a0149-tc_DSC3938.tif,148,movie_theater/indoor#stage/indoor#ballroom#home_theater#martial_arts_gy,no horizon#enclosed area#man-made#indoor lighting#cloth#dry#competing#spectating#sports#matt
D:/fivekdataset_big/input/train/a0150-_DSC0064.tif,149,residential_neighborhood#embassy#courthouse#industrial_area#campu,man-made#open area#natural light#driving#asphalt#pavement#clouds#biking#trees#no horizo
D:/fivekdataset_big/input/train/a0151-JI2E3955.tif,150,oilrig#landing_deck#boat_deck#ice_floe#ocea,no horizon#natural light#boating#open area#ocean#man-made#swimming#diving#moist#sur
D:/fivekdataset_big/input/train/a0152-IMG_2713.tif,151,catacomb#jail_cell#aquarium#igloo#veterinarians_offic,no horizon#natural#natural light#man-made#enclosed area#scary#open area#vertical components#cold#age
D:/fivekdataset_big/input/train/a0153-kme_560.tif,152,vineyard#tree_farm#orchard#rice_paddy#corn_fiel,natural light#open area#foliage#vegetation#trees#leaves#natural#no horizon#hiking#campin
D:/fivekdataset_big/input/train/a0154-IMG_4393.tif,153,florist_shop/indoor#botanical_garden#field/wild#rainforest#vegetable_garde,natural light#vegetation#no horizon#open area#foliage#natural#leaves#grass#shrubbery#tree
D:/fivekdataset_big/input/train/a0155-kme_116.tif,154,embassy#courthouse#synagogue/outdoor#hotel/outdoor#church/outdoo,man-made#natural light#open area#no horizon#vertical components#touring#brick#driving#asphalt#sunn
D:/fivekdataset_big/input/train/a0156-_DSC0008.tif,155,forest_path#forest_road#forest/broadleaf#rainforest#mountain_pat,no horizon#natural light#open area#natural#foliage#trees#vegetation#leaves#hiking#campin
D:/fivekdataset_big/input/train/a0157-DSC_0011-1.tif,156,badlands#sky#crevasse#desert/sand#catacom,natural light#open area#man-made#no horizon#dry#rock#climbing#natural#clouds#rugged scen
D:/fivekdataset_big/input/train/a0158-051124_163114__I2E9732.tif,157,skyscraper#downtown#office_building#hotel/outdoor#hospita,man-made#vertical components#open area#natural light#no horizon#indoor lighting#clouds#enclosed area#glass#bric
D:/fivekdataset_big/input/train/a0159-20061222_130937__E6B6186.tif,158,wave#ice_shelf#desert/sand#ocean#snowfiel,natural#open area#natural light#far-away horizon#no horizon#cold#ocean#snow#rugged scene#cloud
D:/fivekdataset_big/input/train/a0160-_DSC0023.tif,159,catacomb#desert_road#forest_road#forest_path#drivewa,open area#natural light#man-made#no horizon#trees#foliage#natural#leaves#dirt#bikin
D:/fivekdataset_big/input/train/a0161-_DSC0022.tif,160,aqueduct#viaduct#cemetery#playground#rope_bridg,man-made#natural light#open area#no horizon#trees#foliage#leaves#vegetation#vertical components#sunn
D:/fivekdataset_big/input/train/a0162-WP_CRW_0271.tif,161,catacomb#jail_cell#trench#burial_chamber#amphitheate,no horizon#man-made#natural light#open area#dry#aged#dirt#rock#dirty#enclosed are
D:/fivekdataset_big/input/train/a0163-WP_CRW_0638.tif,162,catacomb#elevator_shaft#burial_chamber#jail_cell#medin,man-made#no horizon#natural light#aged#enclosed area#rock#dry#symmetrical#brick#semi-enclosed are
D:/fivekdataset_big/input/train/a0164-kme_446.tif,163,jail_cell#ruin#burial_chamber#catacomb#mausoleu,man-made#natural light#no horizon#vertical components#open area#aged#brick#rock#enclosed area#dr
D:/fivekdataset_big/input/train/a0165-_MG_1166.tif,164,jail_cell#veterinarians_office#kennel/outdoor#stable#catacom,no horizon#man-made#enclosed area#indoor lighting#cloth#wood#natural light#scary#stressful#col
D:/fivekdataset_big/input/train/a0166-kme_509.tif,165,tree_farm#forest/broadleaf#orchard#cemetery#sk,open area#natural light#trees#foliage#natural#vegetation#leaves#grass#camping#no horizo
D:/fivekdataset_big/input/train/a0167-JI2E5064.tif,166,jail_cell#pub/indoor#beer_hall#bar#carrouse,no horizon#enclosed area#man-made#cloth#indoor lighting#socializing#working#vertical components#stressful#plasti
D:/fivekdataset_big/input/train/a0168-LSCRW_2102.tif,167,downtown#skyscraper#lawn#campus#ice_skating_rink/outdoo,open area#man-made#natural light#grass#vegetation#vertical components#foliage#no horizon#trees#sunn
D:/fivekdataset_big/input/train/a0169-jn_20081025_Kent_Shelter_168.tif,168,jail_cell#shower#dressing_room#closet#stage/indoo,no horizon#enclosed area#cloth#man-made#vertical components#scary#cold#indoor lighting#dry#medical activit
D:/fivekdataset_big/input/train/a0170-IMG_0071.tif,169,wave#ocean#watering_hole#swimming_hole#ice_flo,natural light#open area#no horizon#natural#boating#moist#ocean#swimming#diving#sur
D:/fivekdataset_big/input/train/a0171-kme_265.tif,170,embassy#sky#skyscraper#tower#elevator_shaf,man-made#open area#no horizon#natural light#vertical components#clouds#indoor lighting#brick#touring#age
D:/fivekdataset_big/input/train/a0172-jmac_DSC3528.tif,171,mosque/outdoor#pagoda#lighthouse#mausoleum#towe,open area#natural light#man-made#vertical components#clouds#sunny#trees#touring#praying#no horizo
D:/fivekdataset_big/input/train/a0173-IMG_1653.tif,172,canyon#mountain#waterfall#cliff#badland,natural light#natural#open area#rugged scene#climbing#no horizon#hiking#rock#foliage#vegetatio
D:/fivekdataset_big/input/train/a0174-NKIM_MG_6678.tif,173,orchestra_pit#parking_garage/indoor#movie_theater/indoor#catacomb#sushi_ba,no horizon#man-made#enclosed area#indoor lighting#glossy#congregating#driving#transporting#socializing#asphal
D:/fivekdataset_big/input/train/a0175-KE_-1376.tif,174,tree_farm#cottage#oast_house#chalet#villag,open area#natural light#trees#foliage#vegetation#man-made#leaves#grass#no horizon#natura
D:/fivekdataset_big/input/train/a0176-jmac_DSC0547.tif,175,sky#badlands#desert/sand#desert_road#desert/vegetatio,open area#natural light#far-away horizon#natural#clouds#sunny#dry#rugged scene#dirt#hikin
D:/fivekdataset_big/input/train/a0177-dgw_078.tif,176,courthouse#embassy#synagogue/outdoor#library/outdoor#mosque/outdoo,man-made#natural light#open area#vertical components#touring#clouds#no horizon#sunny#praying#bric
D:/fivekdataset_big/input/train/a0178-20050330_200118__E6B2943.tif,177,mountain_snowy#sky#ski_slope#snowfield#volcan,open area#natural light#natural#rugged scene#far-away horizon#clouds#cold#climbing#hiking#sno
D:/fivekdataset_big/input/train/a0179-IMG_0006.tif,178,florist_shop/indoor#botanical_garden#discotheque#rainforest#operating_roo,no horizon#enclosed area#vegetation#cloth#foliage#natural#leaves#man-made#indoor lighting#shrubber
D:/fivekdataset_big/input/train/a0180-kme_307.tif,179,kennel/outdoor#pet_shop#veterinarians_office#car_interior#stabl,no horizon#enclosed area#man-made#wood#metal#dirty#natural light#aged#scary#semi-enclosed are
D:/fivekdataset_big/input/train/a0181-IMG_0015.tif,180,watering_hole#swimming_hole#lagoon#marsh#swam,natural light#open area#natural#boating#swimming#moist#still water#no horizon#far-away horizon#ocea
D:/fivekdataset_big/input/train/a0182-jmac_DSC2564.tif,181,hunting_lodge/outdoor#oast_house#schoolhouse#cottage#boathous,open area#natural light#man-made#trees#foliage#leaves#vegetation#no horizon#shingles#gras
D:/fivekdataset_big/input/train/a0183-07-06-02-at-07h15m59-s_MG_1347.tif,182,crosswalk#hangar/outdoor#ballroom#runway#landing_dec,man-made#natural light#no horizon#open area#cloth#dry#asphalt#driving#pavement#sunn
D:/fivekdataset_big/input/train/a0184-_DSC0097.tif,183,boxing_ring#stage/indoor#jail_cell#museum/indoor#veterinarians_offic,no horizon#man-made#enclosed area#natural light#competing#metal#scary#sports#cloth#vertical component
D:/fivekdataset_big/input/train/a0185-07-07-06-at-20h08m44s-_MG_2130.tif,184,campsite#sky#junkyard#motel#oast_hous,open area#natural light#man-made#clouds#trees#far-away horizon#foliage#natural#grass#sunn
D:/fivekdataset_big/input/train/a0186-IMG_4587.tif,185,harbor#oilrig#pier#boat_deck#industrial_are,open area#natural light#man-made#boating#far-away horizon#clouds#ocean#vertical components#swimming#meta
D:/fivekdataset_big/input/train/a0187-IMG_3832.tif,186,sky#volcano#catacomb#badlands#ocea,open area#natural light#clouds#natural#far-away horizon#vertical components#ocean#rugged scene#boating#man-mad
D:/fivekdataset_big/input/train/a0188-IMG_0344.tif,187,jail_cell#catacomb#ice_floe#lake/natural#swam,no horizon#natural#enclosed area#moist#boating#swimming#still water#natural light#open area#ocea
D:/fivekdataset_big/input/train/a0189-IMG_1799.tif,188,botanical_garden#vegetable_garden#orchard#field/wild#rainfores,no horizon#vegetation#natural#foliage#leaves#shrubbery#trees#enclosed area#flowers#farmin
D:/fivekdataset_big/input/train/a0190-dgw_034.tif,189,garage/indoor#jail_cell#elevator_shaft#parking_garage/indoor#hospital_roo,no horizon#man-made#enclosed area#natural light#metal#driving#transporting#asphalt#matte#indoor lightin
D:/fivekdataset_big/input/train/a0191-jmac_DSC2666.tif,190,catacomb#underwater/ocean_deep#sky#ball_pit#aquariu,no horizon#enclosed area#indoor lighting#man-made#natural#scary#vertical components#plastic#smoke#fir
D:/fivekdataset_big/input/train/a0192-_MG_7063.tif,191,catacomb#music_studio#movie_theater/indoor#elevator_shaft#science_museu,no horizon#enclosed area#indoor lighting#man-made#dry#aged#scary#gaming#fire#stressfu
D:/fivekdataset_big/input/train/a0193-IMG_4321.tif,192,fire_escape#jail_cell#embassy#elevator_shaft#parking_garage/outdoo,man-made#no horizon#vertical components#natural light#glass#open area#horizontal components#brick#metal#drivin
D:/fivekdataset_big/input/train/a0194-IMG_2736.tif,193,fishpond#aquarium#watering_hole#swimming_hole#pon,no horizon#natural#moist#natural light#still water#boating#open area#swimming#diving#ocea
D:/fivekdataset_big/input/train/a0195-_DGW6246.tif,194,aquarium#ice_cream_parlor#florist_shop/indoor#underwater/ocean_deep#delicatesse,no horizon#enclosed area#cloth#natural light#natural#shopping#cluttered space#eating#man-made#flower
D:/fivekdataset_big/input/train/a0196-2004-01-25+13-34-10+CRW_3079.tif,195,veterinarians_office#kennel/outdoor#pet_shop#jail_cell#iglo,no horizon#man-made#natural light#enclosed area#open area#dry#cold#cloth#natural#sno
D:/fivekdataset_big/input/train/a0197-Ja_Pe-32.tif,196,amusement_park#tower#windmill#skyscraper#hotel/outdoo,man-made#natural light#open area#no horizon#vertical components#clouds#metal#touring#indoor lighting#sunn
D:/fivekdataset_big/input/train/a0198-kme_134.tif,197,desert/sand#sky#catacomb#shower#aquariu,no horizon#man-made#open area#natural light#natural#indoor lighting#dry#vertical components#enclosed area#san
D:/fivekdataset_big/input/train/a0199-MB_060311_023.tif,198,slum#pub/indoor#beer_garden#village#tree_far,natural light#open area#cloth#man-made#no horizon#trees#socializing#congregating#foliage#cloud
D:/fivekdataset_big/input/train/a0200-KE_-2669.tif,199,tree_farm#fishpond#orchard#aquarium#field/wil,no horizon#natural#vegetation#foliage#leaves#natural light#trees#open area#enclosed area#shrubber
D:/fivekdataset_big/input/train/a0201-MB_20030906_073.tif,200,gas_station#beer_hall#athletic_field/outdoor#martial_arts_gym#booth/indoo,no horizon#man-made#grass#enclosed area#open area#natural light#playing#cloth#competing#tree
D:/fivekdataset_big/input/train/a0202-KE_-1498.tif,201,botanical_garden#sky#aquarium#arch#florist_shop/indoo,no horizon#natural light#open area#natural#vegetation#foliage#leaves#man-made#trees#shrubber
D:/fivekdataset_big/input/train/a0203-07-06-01-at-15h10m04-s_MG_1303.tif,202,jail_cell#berth#sauna#dorm_room#dressing_roo,no horizon#enclosed area#man-made#cloth#wood#indoor lighting#working#vertical components#scary#stressfu
D:/fivekdataset_big/input/train/a0204-_DSC3018.tif,203,berth#catacomb#operating_room#engine_room#close,no horizon#enclosed area#man-made#cloth#indoor lighting#cluttered space#aged#scary#using tools#workin
D:/fivekdataset_big/input/train/a0205-NKIM_MG_6466.tif,204,arcade#jail_cell#corridor#medina#ticket_boot,man-made#no horizon#enclosed area#indoor lighting#cloth#semi-enclosed area#glass#vertical components#glossy#transportin
D:/fivekdataset_big/input/train/a0206-kme_576.tif,205,zen_garden#catacomb#burial_chamber#berth#grott,no horizon#enclosed area#natural#rugged scene#dry#man-made#rock#dirty#soothing#natural ligh
D:/fivekdataset_big/input/train/a0207-jmac_MG_7695.tif,206,natural_history_museum#science_museum#highway#fountain#burial_chambe,natural light#man-made#open area#no horizon#trees#foliage#sunny#clouds#vegetation#leave
D:/fivekdataset_big/input/train/a0208-_DGW6392.tif,207,catacomb#burial_chamber#ice_cream_parlor#elevator_shaft#hospital_roo,no horizon#enclosed area#man-made#dry#cluttered space#aged#natural light#natural#dirty#rugged scen
D:/fivekdataset_big/input/train/a0209-_DGW6273.tif,208,kennel/outdoor#veterinarians_office#pet_shop#stable#iglo,no horizon#man-made#natural light#enclosed area#dry#competing#cold#open area#scary#sport
D:/fivekdataset_big/input/train/a0210-jmac_DSC0830.tif,209,catacomb#canyon#grotto#badlands#rock_arc,rugged scene#no horizon#natural#natural light#open area#climbing#dry#rock#dirt#hikin
D:/fivekdataset_big/input/train/a0211-IMG_0028.tif,210,jail_cell#catacomb#cemetery#kennel/outdoor#stabl,no horizon#man-made#natural light#vertical components#enclosed area#open area#grass#railing#fencing#vegetatio
D:/fivekdataset_big/input/train/a0212-IMG_0358.tif,211,industrial_area#skyscraper#downtown#mausoleum#office_buildin,open area#man-made#natural light#vertical components#clouds#boating#far-away horizon#sunny#grass#vegetatio
D:/fivekdataset_big/input/train/a0213-kme_335.tif,212,swimming_hole#boathouse#moat/water#canal/natural#canal/urba,open area#natural light#boating#man-made#natural#moist#trees#foliage#swimming#still wate
D:/fivekdataset_big/input/train/a0214-IMG_1676.tif,213,jail_cell#pet_shop#closet#toyshop#dressing_roo,no horizon#man-made#enclosed area#cloth#vertical components#plastic#matte#metal#wood#horizontal component
D:/fivekdataset_big/input/train/a0215-IMG_1442.tif,214,raceway#parking_garage/indoor#cockpit#garage/indoor#arena/performanc,no horizon#man-made#enclosed area#indoor lighting#competing#metal#sports#glossy#natural light#clot
D:/fivekdataset_big/input/train/a0216-IMG_4476.tif,215,rainforest#fishpond#orchard#florist_shop/indoor#botanical_garde,natural light#no horizon#vegetation#open area#foliage#leaves#trees#natural#grass#shrubber
D:/fivekdataset_big/input/train/a0217-_DGW6260.tif,216,florist_shop/indoor#botanical_garden#rainforest#field/wild#vegetable_garde,no horizon#vegetation#foliage#leaves#natural#natural light#trees#open area#shrubbery#gras
D:/fivekdataset_big/input/train/a0218-kme_181.tif,217,veterinarians_office#igloo#ice_floe#natural_history_museum#kennel/outdoo,no horizon#natural#natural light#open area#enclosed area#cold#moist#scary#dry#ic
D:/fivekdataset_big/input/train/a0219-WP_CRW_6890.tif,218,beer_garden#patio#zen_garden#driveway#water_par,no horizon#man-made#natural light#open area#trees#foliage#cloth#leaves#soothing#socializin
D:/fivekdataset_big/input/train/a0220-LS051026_day_1_arive28.tif,219,jail_cell#porch#courtyard#driveway#pati,man-made#no horizon#natural light#cloth#enclosed area#glass#semi-enclosed area#railing#wood#meta
D:/fivekdataset_big/input/train/a0221-NKIM_MG_3324.tif,220,ice_skating_rink/outdoor#igloo#catacomb#ski_slope#drivewa,no horizon#open area#natural light#trees#foliage#man-made#natural#leaves#vegetation#col
D:/fivekdataset_big/input/train/a0222-NKIM_MG_2635.tif,221,home_theater#movie_theater/indoor#basement#catacomb#pub/indoo,enclosed area#no horizon#indoor lighting#man-made#socializing#glossy#congregating#working#cloth#woo
D:/fivekdataset_big/input/train/a0223-050816_115418__MG_4849.tif,222,islet#rock_arch#cliff#grotto#sk,open area#natural#natural light#no horizon#rugged scene#ocean#rock#climbing#boating#far-away horizo
D:/fivekdataset_big/input/train/a0224-IMG_5820.tif,223,field/wild#aquarium#rainforest#florist_shop/indoor#botanical_garde,no horizon#vegetation#foliage#natural#natural light#leaves#grass#trees#open area#campin
D:/fivekdataset_big/input/train/a0225-dgw_127.tif,224,garage/indoor#basement#elevator_shaft#storage_room#gas_statio,no horizon#man-made#enclosed area#metal#indoor lighting#driving#asphalt#pavement#plastic#matt
D:/fivekdataset_big/input/train/a0226-WP_CRW_4861.tif,225,jail_cell#dressing_room#basement#closet#catacom,no horizon#enclosed area#man-made#cloth#indoor lighting#wood#plastic#playing#reading#dr
D:/fivekdataset_big/input/train/a0227-jn_20081025_Kent_Shelter_001.tif,226,igloo#hotel_room#pub/indoor#dorm_room#beer_hal,no horizon#enclosed area#man-made#indoor lighting#cloth#socializing#congregating#dry#wood#col
D:/fivekdataset_big/input/train/a0228-IMG_2688.tif,227,veterinarians_office#kennel/outdoor#catacomb#aquarium#pet_sho,no horizon#natural#natural light#enclosed area#scary#dry#open area#dirty#rugged scene#mois
D:/fivekdataset_big/input/train/a0229-kme_191.tif,228,campsite#park#archaelogical_excavation#tree_farm#water_towe,open area#natural light#man-made#trees#no horizon#foliage#cloth#sunny#vegetation#leave
D:/fivekdataset_big/input/train/a0230-_DSC0126.tif,229,jail_cell#catacomb#desert/sand#desert/vegetation#landing_dec,open area#natural light#man-made#no horizon#dry#cloth#natural#sunny#far-away horizon#rugged scen
D:/fivekdataset_big/input/train/a0231-_DSC1319.tif,230,gas_station#hangar/outdoor#runway#promenade#parking_lo,man-made#open area#natural light#asphalt#driving#far-away horizon#clouds#biking#pavement#transportin
D:/fivekdataset_big/input/train/a0232-MB_20030906_040.tif,231,park#campus#cemetery#japanese_garden#zen_garde,no horizon#natural light#man-made#foliage#trees#cloth#open area#vegetation#leaves#gras
D:/fivekdataset_big/input/train/a0233-jn_2007_12_15__BU_CRUISE_248.tif,232,discotheque#pub/indoor#beer_hall#basement#jail_cel,no horizon#enclosed area#cloth#man-made#socializing#indoor lighting#congregating#stressful#working#scar
D:/fivekdataset_big/input/train/a0234-JI2E4685.tif,233,elevator_shaft#discotheque#stage/indoor#jail_cell#staircas,no horizon#enclosed area#man-made#indoor lighting#cloth#dry#competing#scary#socializing#stressfu
D:/fivekdataset_big/input/train/a0235-DSC_0193.tif,234,cliff#ocean#islet#lighthouse#coas,natural light#open area#far-away horizon#natural#rugged scene#ocean#man-made#clouds#boating#sunn
D:/fivekdataset_big/input/train/a0236-060526_142240__MG_8129.tif,235,landing_deck#runway#ice_floe#jail_cell#conference_cente,man-made#open area#natural light#no horizon#clouds#cloth#far-away horizon#sunny#dry#congregatin
D:/fivekdataset_big/input/train/a0237-_DSC9985.tif,236,jail_cell#nursing_home#dressing_room#veterinarians_office#burial_chambe,no horizon#enclosed area#man-made#cloth#indoor lighting#stressful#medical activity#scary#vertical components#dr
D:/fivekdataset_big/input/train/a0238-dvf_024.tif,237,crosswalk#embassy#downtown#plaza#stree,man-made#no horizon#natural light#open area#vertical components#asphalt#driving#pavement#biking#horizontal component
D:/fivekdataset_big/input/train/a0239-_MG_1622.tif,238,bookstore#library/indoor#archive#jail_cell#classroo,no horizon#enclosed area#man-made#cloth#working#stressful#paper#congregating#reading#studyin
D:/fivekdataset_big/input/train/a0240-jmac_DSC1221.tif,239,catacomb#burial_chamber#canyon#elevator_shaft#jail_cel,no horizon#enclosed area#rugged scene#natural#dry#climbing#rock#man-made#natural light#age
D:/fivekdataset_big/input/train/a0241-NKIM_MG_6579.tif,240,ticket_booth#beer_hall#jail_cell#pharmacy#pub/indoo,man-made#no horizon#enclosed area#cloth#natural light#indoor lighting#working#socializing#open area#waiting in lin
D:/fivekdataset_big/input/train/a0242-07-06-01-at-12h55m36-s_MG_1241.tif,241,medina#slum#street#alley#loading_doc,no horizon#man-made#natural light#cloth#enclosed area#driving#asphalt#biking#pavement#open are
D:/fivekdataset_big/input/train/a0243-IMG_5006.tif,242,florist_shop/indoor#botanical_garden#field/wild#rainforest#orchar,no horizon#natural light#vegetation#open area#foliage#natural#trees#leaves#grass#clot
D:/fivekdataset_big/input/train/a0244-GrassleyCase-5393.tif,243,conference_center#legislative_chamber#booth/indoor#movie_theater/indoor#beauty_salo,no horizon#enclosed area#man-made#cloth#indoor lighting#congregating#working#spectating#socializing#stressfu
D:/fivekdataset_big/input/train/a0245-IMG_4069.tif,244,residential_neighborhood#oast_house#beach_house#garage/outdoor#manufactured_hom,man-made#open area#natural light#shingles#sunny#clouds#grass#glass#driving#tree
D:/fivekdataset_big/input/train/a0246-IMG_1652.tif,245,mausoleum#mosque/outdoor#water_tower#oast_house#cemeter,open area#man-made#natural light#grass#trees#foliage#vegetation#leaves#sunny#cloud
D:/fivekdataset_big/input/train/a0247-kme_376.tif,246,catacomb#elevator_shaft#forest/broadleaf#bamboo_forest#rainfores,no horizon#natural#natural light#trees#open area#aged#enclosed area#foliage#vegetation#hikin
D:/fivekdataset_big/input/train/a0248-IMG_4976.tif,247,catacomb#igloo#tree_farm#grotto#ice_flo,no horizon#natural#enclosed area#cold#cloth#indoor lighting#soothing#scary#snow#foliag
D:/fivekdataset_big/input/train/a0249-kme_392.tif,248,lighthouse#mausoleum#mosque/outdoor#church/outdoor#courthous,man-made#open area#natural light#vertical components#clouds#sunny#touring#praying#shingles#gras
D:/fivekdataset_big/input/train/a0250-IMG_5079.tif,249,porch#patio#synagogue/outdoor#church/indoor#courthous,man-made#no horizon#natural light#open area#glass#enclosed area#wood#indoor lighting#soothing#readin
D:/fivekdataset_big/input/train/a0251-DSC_0061-2.tif,250,boardwalk#trench#elevator_shaft#rope_bridge#da,natural light#open area#no horizon#man-made#foliage#trees#natural#vegetation#leaves#sunn
D:/fivekdataset_big/input/train/a0252-jmac_DSC3250.tif,251,mosque/outdoor#mausoleum#castle#church/outdoor#embass,man-made#open area#natural light#vertical components#no horizon#touring#clouds#praying#brick#col
D:/fivekdataset_big/input/train/a0253-kme_194.tif,252,beauty_salon#classroom#conference_center#dressing_room#discothequ,no horizon#man-made#enclosed area#cloth#congregating#natural light#socializing#indoor lighting#dry#open are
D:/fivekdataset_big/input/train/a0254-JI2E3561.tif,253,windmill#mosque/outdoor#mausoleum#wind_farm#kasba,man-made#open area#natural light#far-away horizon#clouds#sunny#cold#snow#touring#age
D:/fivekdataset_big/input/train/a0255-_DSC1448.tif,254,boardwalk#promenade#pier#sky#landing_dec,open area#natural light#man-made#far-away horizon#clouds#no horizon#sunny#railing#ocean#dr
D:/fivekdataset_big/input/train/a0256-LS051026_day_2_arive51.tif,255,elevator_shaft#jail_cell#mezzanine#construction_site#atti,man-made#no horizon#railing#natural light#metal#enclosed area#vertical components#indoor lighting#fencing#open are
D:/fivekdataset_big/input/train/a0257-kme_118.tif,256,catacomb#burial_chamber#church/indoor#throne_room#stage/indoo,man-made#no horizon#enclosed area#indoor lighting#praying#vertical components#touring#congregating#aged#spectatin
D:/fivekdataset_big/input/train/a0258-kme_598.tif,257,skyscraper#tower#sky#office_building#downtow,open area#man-made#natural light#vertical components#clouds#no horizon#driving#sunny#touring#bric
D:/fivekdataset_big/input/train/a0259-dvf_029.tif,258,embassy#downtown#alley#street#jail_cel,man-made#no horizon#vertical components#natural light#open area#driving#asphalt#indoor lighting#enclosed area#pavemen
D:/fivekdataset_big/input/train/a0260-IMG_3434.tif,259,jail_cell#vineyard#catacomb#burial_chamber#basemen,no horizon#natural light#man-made#open area#aged#natural#rock#vegetation#grass#tree
D:/fivekdataset_big/input/train/a0261-_DSC2228.tif,260,ticket_booth#classroom#beer_hall#stage/outdoor#dorm_roo,man-made#no horizon#enclosed area#cloth#congregating#socializing#natural light#indoor lighting#spectating#workin
D:/fivekdataset_big/input/train/a0262-JI2E4358.tif,261,beauty_salon#dressing_room#shower#jail_cell#discothequ,no horizon#enclosed area#man-made#cloth#indoor lighting#medical activity#dry#scary#matte#stressfu
D:/fivekdataset_big/input/train/a0263-07-11-20-at-16h57m56s-_MG_5753.tif,262,canal/urban#embassy#hotel/outdoor#palace#plaz,man-made#open area#natural light#no horizon#vertical components#indoor lighting#boating#touring#swimming#still wate
D:/fivekdataset_big/input/train/a0264-KE_-0094.tif,263,swimming_hole#sky#fishpond#pond#lake/natura,no horizon#natural#natural light#open area#moist#boating#swimming#still water#diving#ocea
D:/fivekdataset_big/input/train/a0265-kme_067.tif,264,jail_cell#barndoor#loading_dock#hangar/outdoor#she,man-made#no horizon#natural light#metal#wood#glass#enclosed area#vertical components#open area#age
D:/fivekdataset_big/input/train/a0266-_DSC0297.tif,265,car_interior#desert/sand#airplane_cabin#operating_room#dressing_roo,no horizon#enclosed area#natural#cloth#dry#indoor lighting#sand#soothing#man-made#medical activit
D:/fivekdataset_big/input/train/a0267-NKIM_115.tif,266,gas_station#hangar/outdoor#motel#loading_dock#industrial_are,man-made#natural light#open area#driving#asphalt#clouds#semi-enclosed area#no horizon#biking#transportin
D:/fivekdataset_big/input/train/a0268-_DSC0059.tif,267,rice_paddy#zen_garden#park#japanese_garden#playgroun,open area#natural light#trees#foliage#man-made#vegetation#leaves#no horizon#grass#sunn
D:/fivekdataset_big/input/train/a0269-JI2E4569.tif,268,lawn#golf_course#catacomb#bullring#soccer_fiel,no horizon#natural light#grass#open area#man-made#natural#cloth#vegetation#playing#campin
D:/fivekdataset_big/input/train/a0270-JI2E3556.tif,269,kasbah#village#slum#castle#rui,open area#man-made#natural light#far-away horizon#sunny#aged#cold#snow#touring#cloud
D:/fivekdataset_big/input/train/a0271-KE_-0005.tif,270,server_room#elevator_shaft#home_theater#jail_cell#computer_roo,no horizon#man-made#enclosed area#indoor lighting#matte#research#studying#working#glass#dr
